Index,Clue,Solution,gemma_predicted
50365,Ban writer earning money?,proscribe,assemblage
6411,An inclination to use jargon,cant,double definition
54782,"Best time in two years, given head surgery",heyday,anagram
102862,EU's regret over drug,europium,assemblage
67348,Backtrack with Poles moving in …,sponsor,container
97200,Classical runner first seen in US city,atalanta,assemblage
138709,Mound of food's ending with drink? Nothing turned up,drumlin,assemblage
46036,Excessive hesitation of fish-eater,otter,assemblage
75132,French city or town Austrian leader captured,orleans,container
16695,Friar Tuck runs into trouble,brother,container
15311,Fruit served in the harem,sultana,double definition
585,Blunt point,direct,double definition
112425,Luminary in performance is euphoric,delighted,assemblage
80250,Got better sax part; make new version in the middle?,recovered,assemblage
70279,"Drink and drink, missing a round - pass one",cocacola,assemblage
67284,Express derision at meal,scoff,double definition
78956,"""Delicate"" - meaning it's with intravenous injection",sensitive,assemblage
32986,Shakespearean promoter of love first transferred into plant,valentine,double definition
64750,Two African countries I must leave to avoid labour,malinger,assemblage
88083,"Speedy bird travelled, say, over river?",roadrunner,assemblage
110925,Jet flier?,blackbird,assemblage
18539,Common sailor boy in train crash,tarpaulin,assemblage
96508,Set of teeth chatter uncontrollably,ratchet,double definition
69796,Guide on the ranch?,steer,double definition
119505,Sea god suppressing yen to attempt seduction,tryiton,container
130773,"Director having sex, second pair of smalls discarded",exec,assemblage
117649,It's bloody hard to spell!,haemorrhage,double definition
37789,Not subject to protest,object,double definition
5567,Injured hip not long ago in a pursuit,philately,assemblage
19078,Kind disposition,nature,double definition
30633,French priest sought in Lourdes,cure,double definition
15501,Some cauliflower from cholesterol-free lunch left over,floret,hidden word
14777,Mentally without help - it's about making one generous,munificent,assemblage
111452,Knight risked capturing Stuart queen,banneret,container
63349,Worthies revealing why schoolchildren are innumerate?,notables,double definition
40892,A rebel one got out of bed,riser,double definition
3615,Halt contest,game,double definition
35506,"Speeches are permitted, as spoken",aloud,double definition
39014,Elderly artist not quite making a comeback,aged,anagram
32335,State crime and motive after opening of trial,treason,assemblage
12966,"Server's trouble, unfortunately forgetting round",butler,anagram
73936,A terrible mess follows a meal,dogsdinner,double definition
111149,Dick painting fiddler misses nothing - he's not alone,copartner,assemblage
3617,Plucky people may have to pluck this,game,double definition
47008,Pig's head in cream - recipe sent back by member of class,reptile,container
20587,"Falsify personal documents, though anything but bent",rigid,assemblage
94539,Pull vehicle over in a race,attract,assemblage
15393,Don't tamper with spring,letwellalone,assemblage
56534,Sally's exposure,outing,double definition
81320,Top copy with illiterate's signature,apex,assemblage
55792,"Fancy rim is deep, which is not skin-deep",epidermis,anagram
98988,Trouble in bed? Politician's nail breaks,complaint,container
36926,Animal died after dash,eland,assemblage
51219,Make cat sit still,static,anagram
2034,Regularly check computer screen,monitor,double definition
98397,"Legal documents, reportedly, for Swiss hotelier",ritz,double definition
37316,Second mate who raises the issue?,stepmother,double definition
35970,Funding a musical that may be fascinating?,aida,assemblage
94114,Secure report of a congregation that's little more than gross?,clinch,double definition
140435,Aren't diesel trains made to last?,eternalised,anagram
80554,We hear a recluse takes mineral,ankerite,assemblage
44762,"Returning instrument, which was acquired illegally",loot,anagram
31555,"Trudge past Ireland, land not visible in a storm",traipse,container
109957,"Grouse shooting imminent, so surrender!",thegamesup,double definition
6152,Plug falling out and floating,adrift,assemblage
70918,"Work of a forger, bent but possibly lucky",horseshoe,double definition
127133,"Shy old copper, if well outside sanctum",diffident,assemblage
10706,Time to dress in worthless stuff?,garbage,assemblage
91002,A rook nested in smaller species' overcrowded area,warren,container
39930,"Broadly similar, gold cups",largo,double definition
34344,Rip off clothing item,fleece,double definition
52322,Understand girl gets made up,digest,assemblage
114861,Isolation: it could be found in an old apple orchard,quarantine,double definition
73388,Fashionable folk with affected gait carrying offspring,glitterati,assemblage
107783,Having a choice makes them cross,electors,double definition
37943,"Followed girl, within reason",ensued,container
127737,Vehicle wound round a bird,salooncar,container
103756,Mounted on the side of Viva!,upwith,assemblage
16522,Melody featured in Enigma Variations?,aria,hidden word
90489,Skilled amateur in union creating scene,tableau,container
92187,See former pupil do his duty,observe,assemblage
69264,Something to serve as intelligence about the sovereign,writ,container
100011,"Where water speed records were set - not sonic, however",coniston,anagram
51462,Vanessa's involved with married lad,redadmiral,anagram
103723,Miniature bears puff and creep,toady,assemblage
47945,Artful avoidance of girl is no use,evasion,assemblage
25447,"Retiring say, after Republican papers fold",ridge,assemblage
109915,Go without a garment in parody,travesty,container
34158,Network Rail's plum post in London?,victoriastation,assemblage
86865,"Siren's signal right, altered wrongly",redalert,assemblage
48930,'Ere's the police college - finally touching ?,endon,assemblage
42513,Learner encountered bad weather in driving area,trainee,container
42906,"Copyright it, provided it's served before Christmas dinner, for example",aperitif,assemblage
99620,Lab re-created a heart for a fish,albacore,anagram
102157,New Year tends to make us inactive,sedentary,anagram
121338,Smart lawyer allowed dog to have lead removed,legaleagle,assemblage
25042,Individual's underweight: seaside atmosphere needed,ozone,assemblage
28621,The leg properly positioned to receive ball?,onside,double definition
118218,Expression used to attract attention,look,double definition
132478,How much of the main substance is present? It's madness to include lithium,salinity,container
50860,A Broadcasting House workshop?,studio,double definition
10898,"Manager is cool, having sun protection",supervisor,assemblage
56069,"Brewer uses potatoes, filtering out oxygen and sulphur",teapot,anagram
51535,Manager is mean to worker,intendant,assemblage
33507,"Daft sheep, a rising bloomer",amaryllis,assemblage
112297,Youth leader ’appily listens a long time,years,assemblage
119723,After start of play lady embraces man in the gods,pantheon,container
54562,My French girl must turn up and that's a sign,monogram,assemblage
98614,Big brother?,abbot,double definition
126731,Seafront is for crew forced to abandon leader,promenade,assemblage
52524,Redolent of a half-hearted sentimentalist,aromatic,assemblage
82401,Crush tribal leaders with large following,trample,assemblage
14515,Cope with death on the river,endure,assemblage
25867,"Look, chaps - round, juicy fruit!",melon,container
83438,Former philosopher has daughter brought to light,exhumed,assemblage
91083,"Thespian, probably old, as male monarch",stager,assemblage
12371,Hoop of iron - not the orthodox form,fringe,container
62897,More mature half-hearted serial killer,riper,assemblage
75661,"Is dismissed, but doesn't go",playson,double definition
127,Knackered retina? Yes.,eyestrain,assemblage
8447,"A man short, stuffed by other team",chelsea,assemblage
40518,Water-carrier died in a never-ending line at court,aqueduct,assemblage
132274,Fan of Spice Girl's biscuit?,gingernut,assemblage
32434,"Member of the police force, if qualified",officer,double definition
71379,Character lacking tolerance from great books,bigot,assemblage
29626,Furniture with seats?,cabinet,double definition
98446,The way builder's helper joins police,method,assemblage
12819,Old people entertaining Latin soothsayer,oracle,container
100780,Time for students to collect together,ragweek,assemblage
44267,Bottom employing this spacecraft?,shuttle,double definition
102322,Equal distribution with grand court,quadrangle,assemblage
40895,"""Get up, Knight! The Queen!"" - and he does",riser,anagram
82848,"Pour drink, leaving a bit of sediment in the top part",descant,container
89104,A setback - very sad to get upset about it,adversity,anagram
4039,"Flower eaten by flea, unusual jumper",fairisle,anagram
96466,"Employed around head office, not contracted out",inhouse,assemblage
82692,Gunners entered privately,incamera,assemblage
53567,Newspaper editor forced out,expressed,assemblage
76236,Soldier tucked into old crone's dish,haggis,container
133614,Drunkard scoffs extremely luscious desserts in biannual events,solstices,container
