Index,Clue,Solution,Spaced_Solution
71808,Employ alien in the fall,retain,retain
53128,"Will official survive in the end, after old court restructured?",executor,executor
19456,A bird short of style,chic,chic
87652,Paladin docked with his top half mashed in cooker,oliveoil,olive oil
7975,Vegetable pot found in the dump,turnip,turnip
34231,No one with hair on end underwrites a claim,assertion,assertion
43847,Scrubbing grand country house Aga?,range,range
95851,Place everything and nothing with Blanchett,allocate,allocate
49846,"A comedown, but not a disappointing one",happylanding,happy landing
24418,Law enforcers at Sunday school in control,possess,possess
66773,Fish in dreamland?,kipper,kipper
30277,Inwardly shy baby with quirk,habit,habit
63030,Stops white ants covering new area,terminates,terminates
5471,Case of senior overcome by auditorium,holdall,holdall
111795,Revolutionary support for a key performer,pianostool,piano stool
52586,Music maker to emulate spider with web,spinnet,spinnet
1974,"Pacify monkey, feeding it vegetables",appease,appease
111461,"Authors? A US sequence includes him, possibly",roth,roth
13540,He has a heavenly face,themaninthemoon,the man in the moon
15943,Promises of party in show ring,manifesto,manifesto
119510,"Working outside, not quite the millionaire but striving to be one?",gogetting,go getting
10696,Raise one gets in the army,hoist,hoist
78724,They work in Spanish and Latin production,thespians,thespians
23208,"Energy required, perhaps, to thaw this woman?",eunice,eunice
22174,Launch fitting with a different side indicator,propel,propel
13195,One of one's kidneys is outside society,arsenal,arsenal
107043,"Dies, frozen stiff",icecubes,ice cubes
116747,They shun conflict in barracks,cowards,cowards
105451,Greek ferry operator taking late arrivals,charon,charon
78861,"In Africa, it has been killed by spear or gun, perhaps",gnu,gnu
12986,"Guide snubs one, so has he lost it?",plot,plot
66774,One who's out as a result of smoking?,kipper,kipper
58421,I chewed over a bone,tibia,tibia
108492,Greek leader in evil warning,sign,sign
27373,Devil in disguise - you start acting like God,divinely,divinely
134036,Roguish partner chasing roguish cars,rascally,rascally
77999,"Where Davy Crockett made his last stand, doctor-fashion",alamo,alamo
48165,"I career around, then collapse",ruin,ruin
66466,A higher lower?,sacredcow,sacred cow
98137,Notable people from whom one runs a mile?,luminaries,luminaries
16431,Brief support,advocate,advocate
4250,Fire and unload,discharge,discharge
6691,Double blow from the micro-network,onetwo,one two
36952,Money changing no sin? That's one way of looking at it,dimension,dimension
61668,Hopes to keep husband in forces,thrusts,thrusts
14806,Loose gown cut short? Careless!,neglige,neglige
32118,Note allowed in law court,solicit,solicit
101152,"A little rash, yobbo gobbles string up to appear uninhibited",letitallhangout,let it all hang out
79333,McCartney runs like a celebrity?,stellar,stellar
78962,Noticing alumnus's help,observant,observant
89549,Dress up among struggles for basic facts,verities,verities
135185,In the clutches of phantom I go doolally - I'm in shock!,omigod,omigod
32913,Bound to disappoint,dash,dash
60395,Lingerie with flower on beneath,underwear,underwear
34049,How one may serve as subordinate member,underarm,underarm
36016,"At short notice, sent up information",data,data
67386,Laugher longing to interrupt brief laugh,hyena,hyena
124424,"Removes clothes, initially shedding torrid tears",strips,strips
21738,European moves as October Revolution's beginning,serbocroat,serbo croat
135685,"Discard port, subject to legal constraints",bindover,bind over
58864,Academician is exposed in shock survey,appraisal,appraisal
118086,"It all gets broadcast, including Queen's typo …",literal,literal
24665,Spongy clue for boars?,absorbent,absorbent
80529,Lurches uncertainly into the mess,shambles,shambles
95532,Drug found at university - put one's foot down,speedup,speed up
104774,They care for others,trustees,trustees
69646,Train maiden for kiss with this ruler,empress,empress
74937,It currently makes western Scotland more temperate,gulfstream,gulf stream
33936,Transport for bicentenarian's dog,beagle,beagle
5216,"Popular deception almost taking in partners, one appearing genuine",intrinsic,intrinsic
120715,Pay a visit for game of cards with the family,lookin,look in
45521,Roguish manner to make an entrance,archway,archway
32582,His is a dispiriting occupation,exorciser,exorciser
34014,Jolly fish entered rough water,tiderip,tide rip
41062,"Tile on the slant bringing bird death, tragically",cockedhat,cocked hat
98350,Sailor and girl go together to doctor over rebellious child,absalom,absalom
1143,Shake head then split with disciple,adherent,adherent
95560,Writer involved in a recent riot shows remorse,repentance,repentance
18041,Service vehicle lifted onto end of jetty,navy,navy
4154,Where mass is a measure?,inch,inch
92261,Gave a positive sign in bad taste and slept,noddedoff,nodded off
92941,Strong support,strapping,strapping
70763,Pioneers asparagus tips,spearheads,spearheads
130002,Last bits of words not entirely difficult I master,ultimas,ultimas
79129,Jaundiced view of English critic,icteric,icteric
90242,Alter course in yacht and sail east,jibe,jibe
141526,Partaking of booze killed wrestling champion,ozeki,ozeki
437,Deer making animal noises with force,moose,moose
132160,Penfriend suffered anguish to win female? That's ill-considered!,cobbledtogether,cobbled together
1452,Star pupil's marked surrounds,shiner,shiner
133489,"Oops, freshly out of potatoes newly dug",teat,teat
10095,Directions for delivery of speech,address,address
3737,Dance that's literarily unexpected,twist,twist
7690,There's nothing bad about an oil producer,olive,olive
65844,Tasteful priest delivered clothing,sapid,sapid
24080,One over the eight? A near thing,tight,tight
11568,"Welsh food, peculiar taste",rarebit,rarebit
45764,Not as much activity in class?,lesson,lesson
7635,"Having got my ape movies muddled, I say I'm king of the river",mekong,mekong
59503,Dressed-up street traders have nobleman tucking into tarts,pearlies,pearlies
65205,"Confession of theft, as has been said, applied to democracy",propertyowning,property owning
89983,"Naturalist puts end to middle, perhaps",maybe,maybe
117500,"Like brothers, getting on in gum tree",monastic,monastic
135942,Thus university finds little money,sou,sou
9683,Genuine engineers follow later,sincere,sincere
98396,It's very expensive to get legal papers heard,ritz,ritz
62,Wealth in a Bath or Chelsea trip?,abundance,abundance
7315,To boot a balloon,aswell,as well
3465,Clubs with restrictions for members,irons,irons
138897,"First body, you might say, to tour northern French city",carcassonne,carcassonne
115931,Fools semi-wild or semi-nuts?,halfwits,halfwits
23375,Soak putting away litre in confession from one down?,imbue,imbue
38965,Business concern,affair,affair
20777,Partial problem in German dynasty,ming,ming
77094,"Feed baby no more, having swallowed document",lactate,lactate
32188,Is among those left to fight,resist,resist
62322,Get gold set in silver - that's scary,awing,awing
100206,Put up security,shelter,shelter
141844,Rent securing quiet location for theatre work,hipreplacement,hip replacement
80606,Lover involved in standard affair,paramour,paramour
94360,Citizen of Crete and other island bans Catholic,minoan,minoan
45887,"Neither Orville nor Wilbur is wrong, we hear",wright,wright
52174,What one may give a quid for - drink for enough people,quorum,quorum
61206,What one thinks of love taking wing?,opinion,opinion
3242,Disregard devastated region,ignore,ignore
75389,Greenhorn left in mountainous region,tyrol,tyrol
142011,"Mostly, you and I grappled with problem protein, for one",biopolymer,biopolymer
98944,River artist on the carpet making a comeback,tamar,tamar
113133,Religious leader wedding Jack and Elizabeth,abbess,abbess
58924,"Arriving at airport, female leaves confinement",lyingin,lying in
87993,Falsehood and its source revealed willingly,lief,lief
63602,The last charge to Jerusalem,zion,zion
5789,There's no end of such things,eternal,eternal
8822,What's thin and red in the middle?,rare,rare
20805,Hostel heads fighting over muddled ends,wardens,wardens
138401,Floods where Moses was found,inrushes,inrushes
141444,Fresh source of water first for annual purification?,springclean,spring clean
132173,Reason to fall out of boat one scuttled with sharp tool,abonetopick,a bone to pick
21350,Prize tree that's on hand,palm,palm
127084,"Things scheduled, apart from hospital, for famous doctor",watson,watson
112866,These people overlooking river mouth have perceived a long runner,themousetrap,the mousetrap
94955,Copper - idiot about to drive dangerously?,cutin,cut in
112827,A strong inclination to be somewhere near John Lennon,garston,garston
58275,Factions claiming local gains,winnings,winnings
135691,What vamp wants to do for coach,pullman,pullman
115445,Birds move round one on seafront,budgies,budgies
116955,Just as cycle rider starts wobbling …,scarcely,scarcely
32730,Two girls meet an optimist,pollyanna,pollyanna
84858,Silly boy is on heroin,childish,childish
5348,"Take it, if you mean to stay dry",pledge,pledge
82084,"Conspicuous chap, possibly a flasher",signalman,signalman
22823,Hairstyle for a transformation?,afro,afro
12690,Involve volunteers in line-up,entail,entail
114546,"Forest vines could conceal wild animals, though not a large number",lianas,lianas
14634,"Whitstable resident making way into hall, topless",oyster,oyster
34672,"At the heart of remembered sleep, let's start to misappropriate",embezzle,embezzle
34331,It's cold in the country - get a fur,chinchilla,chinchilla
141170,"Me, foolish? OK, with LP mistaken for a book",puckofpookshill,puck of pooks hill
91963,Forgotten about defect that's returned and grown worse,degenerated,degenerated
68824,Slow swimmer to take up position at opening of a hole,manatee,manatee
59250,Mark left when cars crash,scar,scar
11145,Nodding to agent general inside,sleepy,sleepy
113449,Drink in between partners,wine,wine
66364,Clotho's from south Middlesex location?,spinner,spinner
119742,Key European sets limits on chosen representatives,delegates,delegates
14430,Black stuff that could be blue,smut,smut
23288,Radiate support,beam,beam
131308,Feeds pets right away,stokes,stokes
110605,Smokes and produces an angry reaction,incenses,incenses
77898,Scope for firm with a thousand to spend,compass,compass
65654,Warning soldiers may not expect to get in the field!,bewareofthebull,beware of the bull
32957,Get back from uncle and think again,redeem,redeem
77032,Hidden tile broken and shown on the front of the magazine,covertitle,cover title
118193,Bony half-cut artist in wine shops,bodegas,bodegas
43914,Hardly a full-blooded complaint,anaemia,anaemia
22237,Battle with no rage involved is fruitful,blenheimorange,blenheim orange
14438,Chopped capers in pickle,scrape,scrape
98268,Shells expressing disappointment,shucks,shucks
1795,Girl is brought up in Italy,sienna,sienna
65009,Nothing new about her being shown out,ushered,ushered
